case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-109240	{"planVersion":"1.0","input":"samples/대검찰청/공고-109240.hwp","output":"out/대검찰청/공고-109240-vreplay.hwp","steps":[{"action":"sanitize"}]}	0a4d2877e1ebf6974073bfe56bb7751418608876b633cef8166aefc82ea6585e	1		TOOL_VERSION_MISSING	verify	replay	9bfbcc825f189bd2e3bde5a165770e545954a27cafdb5c6cb942f9abe0b9837a	0a4d2877e1ebf6974073bfe56bb7751418608876b633cef8166aefc82ea6585e		samples/대검찰청/공고-109240.hwp	sanitize	2	0	none	대검찰청 공고 건(#109239)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-109241	{"planVersion":"1.0","input":"samples/국세청/공고-109241.hwpx","output":"out/국세청/공고-109241-vreplay.hwpx","steps":[{"action":"sanitize"}]}	cb713222af8cf7df42d20befba54a93a231c0e66af3cbffd002d276f1590c650	1	0.8.4	TOOL_VERSION_MISMATCH	verify	replay	ccf352c4095049ece44ada7d732993c8adbfe7bf2c8df0f984134bb16fdb00cf	cb713222af8cf7df42d20befba54a93a231c0e66af3cbffd002d276f1590c650	0.8.1	samples/국세청/공고-109241.hwpx	sanitize	3	0	reproduced_field	국세청 공고 건(#109240)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-109242		8fe207a7cdecc512e5456d0e07ea9787e99e443a86cbb1a6064c83c271fa0d92	1	0.8.3	NO_PLAN	verify	replay		ad001ea59af6db7297d0315671d3db2b4c74ca1c910f7f3d46a46695c714e43a	0.8.3		missing	2	0	none	조달청 공고 건(#109241)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-109243	{"planVersion":"1.0","input":"samples/통계청/공고-109243.hwp","output":"out/통계청/공고-109243-vreplay.hwp","steps":[{"action":"replace_text","find":"표 1","replace":"본 계약은 2024년에"}]}	8f570f4a781afc86447f4ee7c6dac06aadb40df46a09ddb8518ce27432e90fcc	1	0.8.2	LABOR_ACCEPTED	verify	capsule	bfc1a213d8011697fc20b46f47ef24d6e0e23d65d7236687ce256fceada446a1	8f570f4a781afc86447f4ee7c6dac06aadb40df46a09ddb8518ce27432e90fcc	0.8.2	samples/통계청/공고-109243.hwp	replace_table_label	0	1	reproduced_field	통계청 공고 건(#109242)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-109244	{"planVersion":"1.0","input":"samples/특허청/공고-109244.hwp","output":"out/특허청/공고-109244-vreplay.hwp","steps":[{"action":"replace_text","find":"표 2","replace":"비밀유지 의무"}]}	f2dc018852950636feee3048f7774da4e6bb339121d9d1d37297d2105eaf3c69	0	0.8.1	LABOR_REJECTED	verify	replay	4ef18b13f54caa6fbc20d35ad8fda1842c52dd2d471326fb63a1e7506de430ec	9874464f0f3f695c910f9f2ce30f2d7e8d88cfab6538ff443e38e133a329a03d	0.8.1	samples/특허청/공고-109244.hwp	replace_table_label	3	0	reproduced_field	특허청 공고 건(#109243)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-109245	{"planVersion":"1.0","input":"samples/소방청/공고-109245.hwp","output":"out/소방청/공고-109245-vreplay.hwp","steps":[{"action":"replace_text","find":"표 3","replace":"개인정보 수집·이용"}]}			0.8.0	ATTEST_NOT_THIRD_PARTY	attest	replay	7b48cbd721eb4d65720b85fce96846359a98f9086efc002754f229a6c8a0c11f	7c1dd1d6c9b8f58c8bb1f40e5796b97cc0d33c71ad56f6d32b84141351a48abd	0.8.0	samples/소방청/공고-109245.hwp	replace_table_label	0	0	none	소방청 공고 건(#109244)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-109246	계획 원문을 pretty-print 한 뒤 돌려도 같은 작업입니다. case=109245 {"planVersion":"1.0","input":"samples/질병관리청/공고-109246.hwpx","output":"out/질병관리청/공고-109246-vreplay.hwpx","steps":[{"action":"replace_text","find":"표 4","replace":"납기 2025-06-30"}]}				PROSE_NOT_EVIDENCE	absent	prose	e4241ebf8e259f25726423cb39be6d6c0a44d330e2a312f859fe705ab4ddaa88	1235394998c60cea9556466e0f3f4d26392576d5bd81dd7f5a4eb15b981ffc0a			prose	2	0	none	질병관리청 공고 건(#109245)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-109247	{"planVersion":"1.0","input":"samples/한국지능정보사회진흥원/공고-109247.hwp","output":"out/한국지능정보사회진흥원/공고-109247-vreplay.hwp","steps":[{"action":"replace_text","find":"표 5","replace":"검토 의견 없음"}]}			0.7.14	NO_EXPECT_SHA	verify	replay	92e2fd1c11d43aaee7129d5c79353dbca035e28367990606de9763fc553ad9a5	760c8c95c85f50b3d2e2755be2a9d7d4a1df435435929882474ba4648ccaf3b6	0.7.14	samples/한국지능정보사회진흥원/공고-109247.hwp	replace_table_label	2	0	none	한국지능정보사회진흥원 공고 건(#109246)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-109248	{"planVersion":"1.0","input":"samples/한국연구재단/공고-109248.hwp","output":"out/한국연구재단/공고-109248-vreplay.hwp","steps":[{"action":"replace_text","find":"표 6","replace":"한컴 공식 출력과 동일"}]}	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:109247	0	0.7.13	INVALID_EXPECT_SHA	verify	replay	6385e1a5df094520d1fb3010f718dae9171f910950f947589252bc16f8f790bd	f7d77e3a377efb47595c96d95af39d68c4b52739572a3f83d77731cc65033cb4	0.7.13	samples/한국연구재단/공고-109248.hwp	replace_table_label	2	0	none	한국연구재단 공고 건(#109247)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-109249	{"planVersion":"1.0","input":"samples/국민건강보험공단/공고-109249.hwp","output":"out/국민건강보험공단/공고-109249-vreplay.hwp","steps":[{"action":"replace_text","find":"표 7","replace":"2025년 1차"}]}	be9a10a1fb1c02f85eec63118c4b1261c7b1962be5084e02dccca9752506f3e4	1		TOOL_VERSION_MISSING	verify	replay	dd569be85ec60d452ca1d51748a1791ce164dba51c68eadfe13bf5e10c6ce24b	be9a10a1fb1c02f85eec63118c4b1261c7b1962be5084e02dccca9752506f3e4		samples/국민건강보험공단/공고-109249.hwp	replace_table_label	2	0	none	국민건강보험공단 공고 건(#109248)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-109250	{"planVersion":"1.0","input":"samples/한국토지주택공사/공고-109250.hwp","output":"out/한국토지주택공사/공고-109250-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"2026년 2차"}]}	35dd5718d932efca73d59f872ff6deb8a0718fcccc5a29a9be964329c41c1049	1	0.8.3	TOOL_VERSION_MISMATCH	verify	replay	7e18c7a120ebd0745e0a06495ffdbf34fe6348fa893669eb951313d06b72c893	35dd5718d932efca73d59f872ff6deb8a0718fcccc5a29a9be964329c41c1049	0.8.0	samples/한국토지주택공사/공고-109250.hwp	set_header_text	3	0	reproduced_field	한국토지주택공사 공고 건(#109249)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-109251		053c9b262e91c869c9902132ebb9bd91dfeeb10c4577332705d7b9080f2f217a	1	0.8.2	NO_PLAN	verify	replay		7dec69c5112207a59521f1964d0afb7feb43fe2a013650e4e007a8b0016f0633	0.8.2		missing	2	0	none	과학기술정보통신부 지침 건(#109250)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-109252	{"planVersion":"1.0","input":"samples/행정안전부/지침-109252.hwp","output":"out/행정안전부/지침-109252-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"4월 15일"}]}	d52e47e29cf82e3ca3c46dfeae9d3cbbbc829e51934a9c1558a03182ef989145	1	0.8.1	LABOR_ACCEPTED	verify	replay	d98dba2f5db20b9da4cf6691f3dbe51d7e344e61f0c43a9e700ca1d4c37d99cc	d52e47e29cf82e3ca3c46dfeae9d3cbbbc829e51934a9c1558a03182ef989145	0.8.1	samples/행정안전부/지침-109252.hwp	set_header_text	0	1	reproduced_field	행정안전부 지침 건(#109251)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-109253	{"planVersion":"1.0","input":"samples/기획재정부/지침-109253.hwp","output":"out/기획재정부/지침-109253-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"4월 15일"}]}	28d3eafaea8ff8542ca8ab0e741f8c16f7ab6657438b6604443aabc9ae4da5c1	0	0.8.0	LABOR_REJECTED	verify	replay	eda6807d77e4547883bad2cd88828f53cf22ae30c4df069be2ef68e2605f2759	115a49ccea3c9a7f2e9d544d96856765acbdacef71727e5faaa069f369f6c187	0.8.0	samples/기획재정부/지침-109253.hwp	set_header_text	3	0	reproduced_field	기획재정부 지침 건(#109252)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-109254	{"planVersion":"1.0","input":"samples/법무부/지침-109254.hwp","output":"out/법무부/지침-109254-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"4월 15일"}]}			0.7.15	ATTEST_NOT_THIRD_PARTY	attest	capsule	b17302d6a31f0cfc02582b164d1ba48570d169f09ae00dd859deb8dcd3ec7fd2	9e47af3e4aefa5a58363c8bd4f7f152254a527e7d0f1fa3dc272c2f5f45d64a4	0.7.15	samples/법무부/지침-109254.hwp	set_header_text	0	0	none	법무부 지침 건(#109253)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-109255	구현자 산문만으로 재현율을 100% 로 적겠습니다. case=109254 {"planVersion":"1.0","input":"samples/교육부/지침-109255.hwp","output":"out/교육부/지침-109255-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"행정안전부"}]}				PROSE_NOT_EVIDENCE	absent	prose	786c9934b107d02dfab899898798cdd94480b8a5c78a24faee3b7e16907c00dd	f47b4792dbe080944b868e69456f22d979ae24f95bf9f62414621ba60ffd3d8a			prose	2	0	none	교육부 지침 건(#109254)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-109256	{"planVersion":"1.0","input":"samples/국방부/지침-109256.hwpx","output":"out/국방부/지침-109256-vreplay.hwpx","steps":[{"action":"replace_text","find":"머리글","replace":"행정안전부"}]}			0.7.13	NO_EXPECT_SHA	verify	replay	14f70643413e4aa188ed2a29609e4b1b7ef738a5457fbc4cd314682c5c581506	9c3a40d4fbc64456ff08d6ff86e46576db66276c5fa241eb20ee272dd6d9e8cd	0.7.13	samples/국방부/지침-109256.hwpx	set_header_text	2	0	none	국방부 지침 건(#109255)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-109257	{"planVersion":"1.0","input":"samples/보건복지부/지침-109257.hwp","output":"out/보건복지부/지침-109257-vreplay.hwp","steps":[{"action":"replace_text","find":"제3조 필수기능","replace":"행정안전부"}]}	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:109256	0	0.8.4	INVALID_EXPECT_SHA	verify	replay	c0672c7a4946a112fae55fde0eb6cd5d9c17b165d92b6003acc35efed771c90e	156504ea62969db6367d2bf6c4f18e561441a91977f3120f25078eb52842ce1e	0.8.4	samples/보건복지부/지침-109257.hwp	replace_text	2	0	none	보건복지부 지침 건(#109256)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-109258	{"planVersion":"1.0","input":"samples/고용노동부/지침-109258.hwp","output":"out/고용노동부/지침-109258-vreplay.hwp","steps":[{"action":"replace_text","find":"별표 2 제출서류","replace":"붙임 2. 산출내역서"}]}	dc52c972e124abe31367fa5cd8feaa0202528fd679ddea55cd5177b4bfae3ab0	1		TOOL_VERSION_MISSING	verify	replay	193b5cd9df06b87ad1e63d531d45de87f470cd29235c006bffba9dce37f05ec9	dc52c972e124abe31367fa5cd8feaa0202528fd679ddea55cd5177b4bfae3ab0		samples/고용노동부/지침-109258.hwp	replace_text	2	0	none	고용노동부 지침 건(#109257)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-109259	{"planVersion":"1.0","input":"samples/국토교통부/지침-109259.hwp","output":"out/국토교통부/지침-109259-vreplay.hwp","steps":[{"action":"replace_text","find":"본 계약은 2024년에","replace":"붙임 2. 산출내역서"}]}	1380b6b3fc76f68e8302f0ad0e8cb6f78351fc9718dd09a571a7249381b3d139	1	0.8.2	TOOL_VERSION_MISMATCH	verify	replay	60ac0a76de23fd24eaee174871d007a415b23b020366533ba939754d699325d0	1380b6b3fc76f68e8302f0ad0e8cb6f78351fc9718dd09a571a7249381b3d139	0.7.15	samples/국토교통부/지침-109259.hwp	replace_text	3	0	reproduced_field	국토교통부 지침 건(#109258)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-109260		08bf3f377f18887827b91906eed727a32e3d129dd852a96747a16288a5e3b665	1	0.8.1	NO_PLAN	verify	replay		7e29f0a27019d36abeffe93a6f7e3974dbcdccafb063f2b8e1549d861a98a724	0.8.1		missing	2	0	none	환경부 지침 건(#109259)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-109261	{"planVersion":"1.0","input":"samples/산업통상자원부/지침-109261.hwpx","output":"out/산업통상자원부/지침-109261-vreplay.hwpx","steps":[{"action":"replace_text","find":"개인정보 수집·이용","replace":"수신자 대외공문"}]}	7fdd709e49c25b94039ca5d5be5e7e27b21ae9153814edc2ff90a210f6153c50	1	0.8.0	LABOR_ACCEPTED	verify	capsule	bbee3aaf3ea32ac0d84ef28cdfb4dda1b66fd8d3e3052ed4d73425a9d61cbe2c	7fdd709e49c25b94039ca5d5be5e7e27b21ae9153814edc2ff90a210f6153c50	0.8.0	samples/산업통상자원부/지침-109261.hwpx	replace_text	0	1	reproduced_field	산업통상자원부 지침 건(#109260)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-109262	{"planVersion":"1.0","input":"samples/중소벤처기업부/지침-109262.hwp","output":"out/중소벤처기업부/지침-109262-vreplay.hwp","steps":[{"action":"replace_text","find":"납기 2025-06-30","replace":"수신자 대외공문"}]}	e0c64c7239e7dbd68f660e7ce0201f94fdf47d02d91ab20a6219fbe727b5057e	0	0.7.15	LABOR_REJECTED	verify	replay	43b1892609fbec5427c9f558c919e9dc043bac9a49ced48ee943cace51c81032	ad18b14b3925c9c2c8ea2afb4e4f8c9bdf778ece5a68e66dd9c7c72474583eab	0.7.15	samples/중소벤처기업부/지침-109262.hwp	replace_text	3	0	reproduced_field	중소벤처기업부 지침 건(#109261)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-109263	{"planVersion":"1.0","input":"samples/문화체육관광부/지침-109263.hwp","output":"out/문화체육관광부/지침-109263-vreplay.hwp","steps":[{"action":"replace_text","find":"검토 의견 없음","replace":"수신자 대외공문"}]}			0.7.14	ATTEST_NOT_THIRD_PARTY	attest	replay	b920e96808d30f30b55578623be1fa5b5c488530c6638b6d19c4f81accb74f64	e7d20d309c34863262872d87ff207081033ff3d6c525ca53c0cfbf509f07fed0	0.7.14	samples/문화체육관광부/지침-109263.hwp	replace_text	0	0	none	문화체육관광부 지침 건(#109262)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-109264	exit 3 이 났지만 도구 고장이므로 통과로 바꾸겠습니다. case=109263 {"planVersion":"1.0","input":"samples/농림축산식품부/지침-109264.hwp","output":"out/농림축산식품부/지침-109264-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드4":"금이천만원정"}}]}				PROSE_NOT_EVIDENCE	absent	prose	bd4385c486b12f3c9ba1de67975b9ec2589117ca91faac0c836eb6b94b24c46a	699f9221be4a451061ca17b8f7e4cb4685167896b1f5c47f7470cef0fc1583d8			prose	2	0	none	농림축산식품부 지침 건(#109263)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-109265	{"planVersion":"1.0","input":"samples/해양수산부/지침-109265.hwp","output":"out/해양수산부/지침-109265-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드5":"금이천만원정"}}]}			0.8.4	NO_EXPECT_SHA	verify	replay	57a17b59076b59cba2fb83a8c78ae8d68ce151d4d2e1d90f1f34d09689ed4915	d141fbf29b28f507c7570181dcab67941b9239a93d29eb89129c18b23c10a1b2	0.8.4	samples/해양수산부/지침-109265.hwp	fill_fields	2	0	none	해양수산부 지침 건(#109264)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-109266	{"planVersion":"1.0","input":"samples/여성가족부/지침-109266.hwpx","output":"out/여성가족부/지침-109266-vreplay.hwpx","steps":[{"action":"fill_fields","values":{"필드6":"금이천만원정"}}]}	 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:109265	0	0.8.3	INVALID_EXPECT_SHA	verify	replay	f999f7ef253a3a55813fc0170c247922e3bbdc0bb848f94e03c08767c566a4fe	7a26ac415ed4282aa727b89b962de66a188eac4e909493d79469218937cda7fe	0.8.3	samples/여성가족부/지침-109266.hwpx	fill_fields	2	0	none	여성가족부 지침 건(#109265)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	whitespace	INVALID_EXPECT_SHA
v-replay-109267	{"planVersion":"1.0","input":"samples/통일부/지침-109267.hwp","output":"out/통일부/지침-109267-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드7":"사업기간 2026.03.01"}}]}	24734857078519320e5d54d216bd66a6b9859601dabad93bc3daa90ce00b984d	1		TOOL_VERSION_MISSING	verify	replay	5c38d550554ed0e5a14b314ab2d966ab3918fc30da0396a4e95f8971be9a8d8a	24734857078519320e5d54d216bd66a6b9859601dabad93bc3daa90ce00b984d		samples/통일부/지침-109267.hwp	fill_fields	2	0	none	통일부 지침 건(#109266)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-109268	{"planVersion":"1.0","input":"samples/외교부/지침-109268.hwp","output":"out/외교부/지침-109268-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드8":"사업기간 2026.03.01"}}]}	18e02949c52a160e1adf429164a7736ebe2f31b41ad365a9f7e268965a05c66f	1	0.8.1	TOOL_VERSION_MISMATCH	verify	replay	cdfd26784bef9fa78c8148e79a5378c6a7a2d64021280b40637a71c5348374d4	18e02949c52a160e1adf429164a7736ebe2f31b41ad365a9f7e268965a05c66f	0.7.14	samples/외교부/지침-109268.hwp	fill_fields	3	0	reproduced_field	외교부 지침 건(#109267)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-109269		603acc110d051336e1d9e47bd389f44fdc64328e91f50aefe20a9c97641b4422	1	0.8.0	NO_PLAN	verify	replay		e498ade065655a38c83d23e603dccf1da6c88bae214306aadb21a7a2ed6d3f0d	0.8.0		missing	2	0	none	국가보훈부 지침 건(#109268)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-109270	{"planVersion":"1.0","input":"samples/인사혁신처/지침-109270.hwp","output":"out/인사혁신처/지침-109270-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드10":"담당 김민준"}}]}	45e2e795dbac719c3740e4497e2195d6671d2284949825dfc8458e9fc33d407d	1	0.7.15	LABOR_ACCEPTED	verify	replay	2f0471b16937c81af6ec8b76ff6f1c49bdeff5fc4149051f2107613ac99f3270	45e2e795dbac719c3740e4497e2195d6671d2284949825dfc8458e9fc33d407d	0.7.15	samples/인사혁신처/지침-109270.hwp	fill_fields	0	1	reproduced_field	인사혁신처 지침 건(#109269)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
